0.45974794	0.014802121	0.044289142	-0.028193282	0.0011510166	-0.0050145444	0.34521607	0.018361988	0.23993887	0.16889670
0.47157431	0.021424020	0.041444145	-0.030215079	0.0019002303	-0.0029264332	0.32874808	0.0082058683	0.25019789	0.17006677
0.47098276	0.042623647	0.025013510	-0.033500861	0.0028958411	-0.0014150320	0.29519099	-0.0072627040	0.26919127	0.16947088
0.42127725	0.088146746	0.0058496171	-0.044177849	0.010076296	0.0021587017	0.21576315	-0.026958616	0.26689854	0.16206352
0.31121251	0.16375603	-0.0081563154	-0.059055816	0.028274719	0.010449288	0.078391850	-0.044237699	0.23125307	0.14401715
0.15115331	0.24388498	-0.029545242	-0.061340563	0.099080466	0.049602546	-0.086541176	-0.052859630	0.15296854	0.077428468
0.044891961	0.30219027	-0.050091863	-0.037426677	0.16874224	0.089090697	-0.19539165	-0.035537586	0.11124691	0.012195244
0.019768985	0.29248455	-0.064552948	0.0012266060	0.23761083	0.13017108	-0.20334572	-4.6287765e-05	0.099609710	-0.051740214
0.0088796271	0.26221076	-0.084374227	0.0084410133	0.28071678	0.15633428	-0.18567236	0.022776779	0.072167262	-0.090899721
0.0022172295	0.22642170	-0.10431431	0.013484043	0.32373303	0.18304600	-0.16172025	0.045342095	0.044432536	-0.12959561
0.0010120859	0.19464228	-0.11341833	0.015282880	0.36312827	0.20678650	-0.13917331	0.060640913	0.028930182	-0.16606838
0.00077573670	0.16620642	-0.11370306	0.013666096	0.40119082	0.22915904	-0.11881619	0.066765644	0.018284354	-0.20197427
0.00056090229	0.13820153	-0.11074973	0.011384195	0.43715519	0.25035089	-0.098705813	0.067127973	0.0070238719	-0.23589468
0.00035374955	0.11059483	-0.10696042	0.0081606926	0.47472256	0.27277851	-0.078921199	0.067595676	-0.0030685677	-0.27111524
0.00019737049	0.088039428	-0.10525589	0.0041344906	0.50556469	0.29129216	-0.062774666	0.070045963	-0.011210667	-0.29997000
0.00015505507	0.073477030	-0.11884931	0.0019321643	0.50877488	0.29298198	-0.052357871	0.081131041	-0.024383120	-0.30315390
0.00011927047	0.059126709	-0.13513447	0.0011085046	0.50736654	0.29207951	-0.042128175	0.092905633	-0.039611127	-0.30186483
8.2069695e-05	0.046283994	-0.14906359	0.00034294429	0.50726414	0.29210919	-0.032978378	0.10323764	-0.052739073	-0.30167985
4.4817425e-05	0.035151437	-0.15967265	-0.00029084570	0.50924599	0.29355890	-0.025049360	0.11143722	-0.063191861	-0.30331320
2.4139388e-05	0.027879648	-0.17278564	-0.00079456624	0.50471973	0.29117247	-0.019864386	0.12141097	-0.072941020	-0.29878569
2.5377863e-05	0.021649612	-0.19738969	-0.0011171160	0.48609459	0.28037342	-0.015435125	0.13863641	-0.088497870	-0.28099084
4.5104040e-05	0.015644059	-0.22518949	-0.0013493763	0.46409401	0.26762590	-0.011162150	0.15817530	-0.10548336	-0.25996411
8.4965592e-05	0.010389480	-0.24766611	-0.0014461539	0.44686022	0.25769350	-0.0073889256	0.17404415	-0.11936652	-0.24344912
0.00014990551	0.0059794993	-0.26473176	-0.0014038088	0.43438265	0.25057948	-0.0041866088	0.18618324	-0.13004634	-0.23142798
0.00031693766	0.0028858625	-0.27655616	-0.0011899458	0.42589495	0.24578075	-0.0018502664	0.19473001	-0.13730696	-0.22321723
0.00056233100	0.0013591950	-0.28348613	-0.0010199730	0.42046654	0.24264474	-0.00058662234	0.19975795	-0.14131686	-0.21802148
0.00068571087	0.00049051212	-0.28491983	-0.00095185218	0.41986978	0.24229395	0.00012151046	0.20081334	-0.14236730	-0.21745533
0.00068902608	0.00024500617	-0.28934881	-0.00080839312	0.41585129	0.23997658	0.00030323569	0.20404315	-0.14462817	-0.21360566
